9.440989e+14 2.419567e+08 2.419197e+08 2.415527e+08 2.399977e+08 2.381725e+08 2.263304e+08 2.159639e+08 1.708918e+08 1.550733e+08 1.548021e+08
8.612133e+14 2.419519e+08 2.419150e+08 2.415481e+08 2.399937e+08 2.381689e+08 2.263282e+08 2.159626e+08 1.708919e+08 1.550736e+08 1.548023e+08
7.968583e+14 2.419480e+08 2.419111e+08 2.415442e+08 2.399905e+08 2.381659e+08 2.263265e+08 2.159615e+08 1.708921e+08 1.550738e+08 1.548025e+08
7.380875e+14 2.419441e+08 2.419072e+08 2.415405e+08 2.399874e+08 2.381630e+08 2.263248e+08 2.159605e+08 1.708922e+08 1.550740e+08 1.548027e+08
6.835462e+14 2.419404e+08 2.419035e+08 2.415369e+08 2.399844e+08 2.381603e+08 2.263232e+08 2.159596e+08 1.708924e+08 1.550742e+08 1.548030e+08
6.332446e+14 2.419370e+08 2.419001e+08 2.415336e+08 2.399817e+08 2.381579e+08 2.263218e+08 2.159588e+08 1.708926e+08 1.550745e+08 1.548032e+08
5.867052e+14 2.419339e+08 2.418970e+08 2.415306e+08 2.399794e+08 2.381558e+08 2.263205e+08 2.159581e+08 1.708928e+08 1.550748e+08 1.548035e+08
5.434100e+14 2.419312e+08 2.418943e+08 2.415279e+08 2.399774e+08 2.381539e+08 2.263195e+08 2.159576e+08 1.708930e+08 1.550751e+08 1.548038e+08
5.034654e+14 2.419289e+08 2.418920e+08 2.415257e+08 2.399757e+08 2.381525e+08 2.263187e+08 2.159572e+08 1.708933e+08 1.550754e+08 1.548041e+08
4.665361e+14 2.419269e+08 2.418900e+08 2.415239e+08 2.399745e+08 2.381514e+08 2.263182e+08 2.159569e+08 1.708936e+08 1.550757e+08 1.548044e+08
4.321923e+14 2.419254e+08 2.418885e+08 2.415224e+08 2.399736e+08 2.381506e+08 2.263178e+08 2.159569e+08 1.708939e+08 1.550760e+08 1.548047e+08
4.004935e+14 2.419243e+08 2.418874e+08 2.415214e+08 2.399731e+08 2.381502e+08 2.263177e+08 2.159569e+08 1.708942e+08 1.550764e+08 1.548051e+08
3.710185e+14 2.419236e+08 2.418867e+08 2.415208e+08 2.399730e+08 2.381502e+08 2.263179e+08 2.159572e+08 1.708946e+08 1.550767e+08 1.548055e+08
3.437840e+14 2.419232e+08 2.418863e+08 2.415205e+08 2.399733e+08 2.381506e+08 2.263183e+08 2.159576e+08 1.708950e+08 1.550771e+08 1.548058e+08
3.185194e+14 2.419233e+08 2.418864e+08 2.415207e+08 2.399739e+08 2.381512e+08 2.263188e+08 2.159581e+08 1.708954e+08 1.550775e+08 1.548062e+08
2.951276e+14 2.419236e+08 2.418867e+08 2.415211e+08 2.399749e+08 2.381522e+08 2.263196e+08 2.159588e+08 1.708959e+08 1.550779e+08 1.548067e+08
2.733889e+14 2.419243e+08 2.418874e+08 2.415219e+08 2.399762e+08 2.381535e+08 2.263206e+08 2.159596e+08 1.708964e+08 1.550784e+08 1.548071e+08
2.533923e+14 2.419253e+08 2.418884e+08 2.415230e+08 2.399778e+08 2.381550e+08 2.263218e+08 2.159606e+08 1.708969e+08 1.550788e+08 1.548076e+08
2.348310e+14 2.419265e+08 2.418896e+08 2.415242e+08 2.399796e+08 2.381568e+08 2.263231e+08 2.159616e+08 1.708975e+08 1.550793e+08 1.548081e+08
2.172689e+14 2.419278e+08 2.418909e+08 2.415257e+08 2.399815e+08 2.381587e+08 2.263245e+08 2.159627e+08 1.708980e+08 1.550798e+08 1.548086e+08
2.016652e+14 2.419293e+08 2.418924e+08 2.415273e+08 2.399837e+08 2.381608e+08 2.263261e+08 2.159639e+08 1.708986e+08 1.550803e+08 1.548091e+08
1.867737e+14 2.419310e+08 2.418941e+08 2.415291e+08 2.399860e+08 2.381631e+08 2.263277e+08 2.159652e+08 1.708993e+08 1.550809e+08 1.548096e+08
1.729711e+14 2.419327e+08 2.418958e+08 2.415309e+08 2.399884e+08 2.381654e+08 2.263294e+08 2.159665e+08 1.708999e+08 1.550815e+08 1.548102e+08
1.602297e+14 2.419343e+08 2.418974e+08 2.415327e+08 2.399907e+08 2.381677e+08 2.263311e+08 2.159679e+08 1.709006e+08 1.550821e+08 1.548108e+08
1.485440e+14 2.419360e+08 2.418991e+08 2.415345e+08 2.399931e+08 2.381700e+08 2.263328e+08 2.159692e+08 1.709013e+08 1.550827e+08 1.548114e+08
1.373619e+14 2.419635e+08 2.419266e+08 2.415648e+08 2.400351e+08 2.382113e+08 2.263654e+08 2.159964e+08 1.709190e+08 1.550996e+08 1.548284e+08
1.264528e+14 2.419832e+08 2.419462e+08 2.415869e+08 2.400668e+08 2.382427e+08 2.263905e+08 2.160176e+08 1.709336e+08 1.551137e+08 1.548424e+08
1.179847e+14 2.419990e+08 2.419620e+08 2.416049e+08 2.400933e+08 2.382690e+08 2.264116e+08 2.160356e+08 1.709463e+08 1.551261e+08 1.548548e+08
1.093366e+14 2.420157e+08 2.419787e+08 2.416243e+08 2.401228e+08 2.382983e+08 2.264353e+08 2.160560e+08 1.709610e+08 1.551404e+08 1.548691e+08
1.013218e+14 2.420317e+08 2.419946e+08 2.416433e+08 2.401523e+08 2.383277e+08 2.264593e+08 2.160767e+08 1.709762e+08 1.551551e+08 1.548838e+08
9.379472e+13 2.420469e+08 2.420098e+08 2.416618e+08 2.401818e+08 2.383572e+08 2.264835e+08 2.160977e+08 1.709919e+08 1.551703e+08 1.548990e+08
8.693524e+13 2.420613e+08 2.420242e+08 2.416799e+08 2.402115e+08 2.383868e+08 2.265080e+08 2.161192e+08 1.710081e+08 1.551860e+08 1.549147e+08
8.061545e+13 2.420752e+08 2.420380e+08 2.416977e+08 2.402413e+08 2.384167e+08 2.265329e+08 2.161410e+08 1.710249e+08 1.552023e+08 1.549310e+08
7.465487e+13 2.420886e+08 2.420514e+08 2.417155e+08 2.402718e+08 2.384473e+08 2.265586e+08 2.161637e+08 1.710425e+08 1.552194e+08 1.549481e+08
