9.440989e+14 2.419567e+08 2.419197e+08 2.415526e+08 2.399678e+08 2.380851e+08 2.258317e+08 2.150267e+08 1.635983e+08 1.235253e+08 1.094637e+08
8.612133e+14 2.419519e+08 2.419150e+08 2.415479e+08 2.399635e+08 2.380810e+08 2.258291e+08 2.150250e+08 1.635981e+08 1.235253e+08 1.094637e+08
7.968583e+14 2.419480e+08 2.419111e+08 2.415440e+08 2.399598e+08 2.380776e+08 2.258270e+08 2.150236e+08 1.635980e+08 1.235253e+08 1.094637e+08
7.380875e+14 2.419441e+08 2.419072e+08 2.415402e+08 2.399562e+08 2.380743e+08 2.258249e+08 2.150222e+08 1.635978e+08 1.235253e+08 1.094637e+08
6.835462e+14 2.419404e+08 2.419035e+08 2.415366e+08 2.399528e+08 2.380711e+08 2.258228e+08 2.150209e+08 1.635977e+08 1.235253e+08 1.094637e+08
6.332446e+14 2.419370e+08 2.419001e+08 2.415333e+08 2.399497e+08 2.380682e+08 2.258210e+08 2.150196e+08 1.635975e+08 1.235252e+08 1.094637e+08
5.867052e+14 2.419339e+08 2.418970e+08 2.415302e+08 2.399468e+08 2.380655e+08 2.258193e+08 2.150185e+08 1.635974e+08 1.235252e+08 1.094636e+08
5.434100e+14 2.419312e+08 2.418943e+08 2.415275e+08 2.399443e+08 2.380631e+08 2.258178e+08 2.150175e+08 1.635973e+08 1.235252e+08 1.094636e+08
5.034654e+14 2.419289e+08 2.418920e+08 2.415252e+08 2.399422e+08 2.380611e+08 2.258165e+08 2.150166e+08 1.635972e+08 1.235252e+08 1.094636e+08
4.665361e+14 2.419269e+08 2.418900e+08 2.415233e+08 2.399404e+08 2.380595e+08 2.258154e+08 2.150159e+08 1.635971e+08 1.235252e+08 1.094636e+08
4.321923e+14 2.419254e+08 2.418885e+08 2.415218e+08 2.399390e+08 2.380582e+08 2.258145e+08 2.150153e+08 1.635970e+08 1.235252e+08 1.094636e+08
4.004935e+14 2.419243e+08 2.418874e+08 2.415207e+08 2.399380e+08 2.380572e+08 2.258139e+08 2.150149e+08 1.635970e+08 1.235252e+08 1.094636e+08
3.710185e+14 2.419236e+08 2.418867e+08 2.415200e+08 2.399373e+08 2.380566e+08 2.258135e+08 2.150146e+08 1.635969e+08 1.235251e+08 1.094636e+08
3.437840e+14 2.419232e+08 2.418863e+08 2.415197e+08 2.399370e+08 2.380563e+08 2.258133e+08 2.150144e+08 1.635969e+08 1.235251e+08 1.094636e+08
3.185194e+14 2.419233e+08 2.418864e+08 2.415197e+08 2.399371e+08 2.380563e+08 2.258132e+08 2.150144e+08 1.635968e+08 1.235251e+08 1.094636e+08
2.951276e+14 2.419236e+08 2.418867e+08 2.415201e+08 2.399374e+08 2.380567e+08 2.258134e+08 2.150145e+08 1.635968e+08 1.235251e+08 1.094636e+08
2.733889e+14 2.419243e+08 2.418874e+08 2.415208e+08 2.399381e+08 2.380573e+08 2.258137e+08 2.150147e+08 1.635968e+08 1.235251e+08 1.094636e+08
2.533923e+14 2.419253e+08 2.418884e+08 2.415217e+08 2.399390e+08 2.380581e+08 2.258142e+08 2.150149e+08 1.635968e+08 1.235251e+08 1.094636e+08
2.348310e+14 2.419265e+08 2.418896e+08 2.415229e+08 2.399401e+08 2.380592e+08 2.258148e+08 2.150153e+08 1.635968e+08 1.235251e+08 1.094636e+08
2.172689e+14 2.419278e+08 2.418909e+08 2.415242e+08 2.399414e+08 2.380603e+08 2.258155e+08 2.150157e+08 1.635968e+08 1.235251e+08 1.094636e+08
